Time,Lat,Lon,Speed (knots),Heading (deg),Distance to WP (m),Heading Error (deg),XTE (m),RZ Thrust,Forward Thrust
2025-04-15 17:57:37,50.016664866666666,-4.0,0.0,0.0,402.9959259682169,-62.554161938473726,-0.0,-93.83124290771059,7.0
2025-04-15 17:57:39,50.01666531666667,-3.9999997166666668,0.199999364992,13.2,402.9908265782956,-75.76181034822736,-0.0537969567578132,-100.15994548955872,7.0
2025-04-15 17:57:41,50.016669783333334,-4.000001383333333,0.599998094976,327.1,402.656088201477,-29.716788456458914,-0.44012506275027885,-45.88883503641404,7.0
2025-04-15 17:57:43,50.0166729,-4.000006233333333,0.599998094976,305.8,402.18849351736947,-8.437948644116602,-0.5881409139959369,-14.387790221005746,31.274278070427997
2025-04-15 17:57:45,50.016675416666665,-4.0000130333333335,0.799997459968,295.4,401.6277473107374,1.9584434962101227,-0.6125971271646753,1.1404633835773157,84.7
2025-04-15 17:57:46,50.0166786,-4.000026166666666,1.9999936499200002,287.8,400.63056199450926,9.575164384727714,-0.49412820947431996,12.919258893807246,13.601945461331326
2025-04-15 17:57:48,50.016683533333335,-4.0000513,2.099993332416,286.7,398.7817258055325,10.723847640268048,-0.15294999620053032,15.65289417283632,7.0
2025-04-15 17:57:50,50.016689916666664,-4.000083966666667,1.6999946024319998,287.2,396.38063867282017,10.288211298826127,0.2933256733821007,16.32034286055562,7.0
2025-04-15 17:57:52,50.0166938,-4.00010325,1.4999952374399999,287.7,394.95757229208704,9.824922981656186,0.5453828250246597,16.34727140111942,9.720696865062862
2025-04-15 17:57:54,50.01669713333333,-4.000119166666667,1.299995872448,288.4,393.7764905173278,9.15358719057366,0.7407891324067808,15.910879379806223,20.15325505848533
2025-04-15 17:57:56,50.016702333333335,-4.000142283333333,1.299995872448,290.7,392.0428152710484,6.89035197312802,0.9891406970800294,13.251363015002248,55.32393033759057
2025-04-15 17:57:58,50.016707233333335,-4.000160366666667,1.799994284928,294.9,390.6437970263239,2.7072996295615894,1.101199514015772,7.294068930465464,84.7
2025-04-15 17:58:00,50.01671568333333,-4.0001851833333335,3.099990157376,300.2,388.63486636373534,-2.594332098189966,1.0845190614131868,-0.7124247868855655,84.7
2025-04-15 17:58:01,50.01673013333333,-4.000221533333334,4.199986664832,302.7,385.58543679188807,-5.127139119802109,0.8552966572524187,-5.193316935263683,82.72425807827523
2025-04-15 17:58:03,50.016750683333335,-4.000271316666667,4.699985077312,302.1,381.3701949326054,-4.584191508446793,0.46628906433558154,-5.524243360214478,84.7
2025-04-15 17:58:05,50.01676881666667,-4.000318816666667,4.899984442304,299.3,377.4243478444652,-1.8177103063743516,0.24075628651860442,-2.0298577922652603,84.7
2025-04-15 17:58:06,50.01678605,-4.000368716666666,4.9999841248,297.3,373.3725060504424,0.17384769137845524,0.1832556534118016,0.7954418074263694,84.7
2025-04-15 17:58:08,50.01680485,-4.00042685,4.9999841248,296.5,368.7177059426214,0.9833760240418314,0.2424031312910516,2.1881106714628022,84.7
2025-04-15 17:58:10,50.016821533333335,-4.000478316666666,4.9999841248,297.2,364.59470379788144,0.29140526182561644,0.2908854390152579,1.2920341832094482,84.7
2025-04-15 17:58:11,50.01683873333333,-4.000529516666667,4.9999841248,298.1,360.4620773764291,-0.6098903805753935,0.27953408079180503,-0.0957612710439838,84.7
2025-04-15 17:58:13,50.016858883333335,-4.0005872,4.9999841248,298.8,355.76648898287954,-1.323663579202389,0.19047721153246308,-1.4303120154940139,84.7
2025-04-15 17:58:15,50.01687675,-4.000637916666666,4.9999841248,298.5,351.6303113666777,-1.0384953542375115,0.09733065179377652,-1.2766572635848614,84.7
2025-04-15 17:58:16,50.01689433333333,-4.000688916666666,4.9999841248,298.0,347.49071301840434,-0.5475246525734292,0.04151567750633667,-0.7020086654878046,84.7
2025-04-15 17:58:18,50.01691386666667,-4.0007472,4.9999841248,297.2,342.7887378775835,0.2511551427879226,0.033160467199064105,0.47363781182114856,84.7
2025-04-15 17:58:20,50.016930783333336,-4.0007987,4.9999841248,297.0,338.65162248386423,0.45569572927740865,0.059690132147963225,0.859697031755826,84.7
2025-04-15 17:58:21,50.01694755,-4.000849683333334,4.9999841248,297.2,334.55500344707804,0.2599682614056178,0.08400603944366618,0.6373388464702708,84.7
2025-04-15 17:58:23,50.016966866666664,-4.000907616666667,4.9999841248,297.7,329.8863681188329,-0.2395830855768395,0.08551760448274141,-0.10857768275787666,84.7
2025-04-15 17:58:25,50.016984566666665,-4.000959766666667,4.9999841248,297.9,325.66779411818004,-0.44458394956001257,0.05608812411032816,-0.5036918629538741,84.7
2025-04-15 17:58:26,50.01700198333333,-4.00101095,4.9999841248,297.9,321.52512358857234,-0.4504072348426007,0.022782344266470037,-0.610319735974667,84.7
2025-04-15 17:58:28,50.017021666666665,-4.0010692,4.9999841248,297.6,316.8175766185789,-0.15475411302315933,-0.0014905770527888595,-0.23740845253278803,84.7
2025-04-15 17:58:30,50.017038783333334,-4.001120583333333,4.9999841248,297.3,312.6776091645519,0.14576281546112568,0.0014345727755040172,0.22297694447895083,84.7
2025-04-15 17:58:31,50.0170558,-4.0011720833333335,4.9999841248,297.2,308.535368310143,0.24884277805693955,0.018085014820570358,0.4270372380359803,84.7
2025-04-15 17:58:33,50.017075133333336,-4.001230583333333,4.9999841248,297.3,303.82991596353145,0.15237444063780003,0.03663095040664877,0.3366817032093803,84.7
2025-04-15 17:58:35,50.01709225,-4.001282,4.9999841248,297.5,299.6878367452492,-0.04677627940219509,0.04065497787091316,0.04921013814108653,84.7
2025-04-15 17:58:36,50.01710946666667,-4.001333316666667,4.9999841248,297.7,295.54697417630246,-0.24845703777305062,0.03150315092735092,-0.2807290750518193,84.7
2025-04-15 17:58:38,50.017129116666666,-4.001391566666666,4.9999841248,297.7,290.84114508907567,-0.2525087614792483,0.010523304153116314,-0.34872037651389287,84.7
2025-04-15 17:58:40,50.01714638333333,-4.00144285,4.9999841248,297.6,286.69983651875566,-0.15552995982750417,-0.004667010840012893,-0.24763702908331986,84.7
2025-04-15 17:58:41,50.01716356666667,-4.001494216666667,4.9999841248,297.4,282.55751510509947,0.043587108544613784,-0.008877447852169453,0.0391663498768647,84.7
2025-04-15 17:58:43,50.017182983333335,-4.001552683333333,4.9999841248,297.3,277.84990956004344,0.14543904311602773,0.00033692513928611396,0.21951725298201186,84.7
2025-04-15 17:58:45,50.01720035,-4.001605133333333,4.9999841248,297.3,273.6294159946108,0.14822824097268494,0.013728079786041061,0.26314322968605725,84.7
2025-04-15 17:58:46,50.01721691666667,-4.001655066666666,4.9999841248,297.3,269.6097243905722,0.15026632099062454,0.02318780889810444,0.29381762698411573,84.7
2025-04-15 17:58:48,50.017236233333335,-4.001713,4.9999841248,297.5,264.94110926039235,-0.04933744364308268,0.024699373937170643,-0.0015256689129663908,84.7
2025-04-15 17:58:50,50.0172541,-4.00176635,4.9999841248,297.6,260.6378341334637,-0.15065800817700392,0.01836409175056448,-0.17239635510842646,84.7
2025-04-15 17:58:51,50.01727081666667,-4.00181615,4.9999841248,297.6,256.6189126270903,-0.15278770727769597,0.008609479107176549,-0.2043774138799393,84.7
2025-04-15 17:58:53,50.0172902,-4.001874016666667,4.9999841248,297.5,251.95111273819376,-0.0544233186457177,0.0013371419194480316,-0.07801481705663044,84.7
2025-04-15 17:58:55,50.01730801666667,-4.0019274,4.9999841248,297.4,247.64829132426735,0.045497192033963074,0.001040347753142612,0.0712839458058734,84.7
2025-04-15 17:58:56,50.01732495,-4.0019783,4.9999841248,297.4,243.54843098904865,0.04668644904103303,0.006143690705309924,0.08826888841440013,84.7
2025-04-15 17:58:58,50.0173439,-4.002035283333333,4.9999841248,297.4,238.9589414488308,0.04823570383996412,0.012561080385899604,0.10943422741630243,84.7
2025-04-15 17:59:00,50.017361666666666,-4.0020887,4.9999841248,297.4,234.65657362053489,0.04967672641447507,0.018302775000455407,0.12842215505381258,84.7
2025-04-15 17:59:01,50.017378283333336,-4.002138566666667,4.9999841248,297.5,230.63855873343405,-0.04968354754862503,0.020625138456210414,-0.013950701045966053,84.7
2025-04-15 17:59:03,50.01739801666667,-4.00219745,4.9999841248,297.6,225.8882726904123,-0.15170739182292436,0.012291267708899552,-0.19186692833072883,84.7
2025-04-15 17:59:05,50.01741523333333,-4.002248766666667,4.9999841248,297.6,221.7474316498699,-0.1540292999330859,0.003139441467311188,-0.22221193682441168,84.7
2025-04-15 17:59:06,50.01743243333333,-4.0023001166666665,4.9999841248,297.5,217.60533125907492,-0.055716145542078266,-0.00326697129900524,-0.09343993960890826,84.7
2025-04-15 17:59:08,50.017451916666666,-4.002358516666667,4.9999841248,297.4,212.8985580057212,0.044363063313028306,-0.0028365005343805047,0.05824485621380465,84.7
2025-04-15 17:59:10,50.017469033333334,-4.002409933333333,4.9999841248,297.4,208.75650377580112,0.04543683010138011,0.0011875262279325719,0.0718052508248119,84.7
2025-04-15 17:59:11,50.017486133333335,-4.00246135,4.9999841248,297.4,204.61530595277867,0.047015744215741506,0.006858090262732971,0.09088920348661107,84.7
2025-04-15 17:59:13,50.01750523333333,-4.002518816666667,4.9999841248,297.4,199.9874514169161,0.049200784562458466,0.014390361423068128,0.1162926915581809,84.7
2025-04-15 17:59:16,50.01753525,-4.002609016666667,4.9999841248,297.4,192.72163962919046,0.05175123026128858,0.02253795368110244,0.14420050132326484,84.7
2025-04-15 17:59:18,50.0175553,-4.002668916666667,4.9999841248,297.6,187.89058230845268,-0.1499553938289182,0.01643562397780658,-0.17698514092028303,84.7
2025-04-15 17:59:19,50.01757203333333,-4.0027187,4.9999841248,297.6,183.87188336081078,-0.1535847130977004,0.0044850355802587795,-0.2177513456522244,84.7
2025-04-15 17:59:21,50.0175918,-4.002777533333333,4.9999841248,297.6,179.1230768457946,-0.1578116901246176,-0.00879022509845777,-0.26301624667789103,84.7
2025-04-15 17:59:23,50.017609316666665,-4.002829883333333,4.9999841248,297.5,174.9012632938026,-0.0594429682342934,-0.01351453530237758,-0.1289839119515544,84.7
2025-04-15 17:59:24,50.017625933333335,-4.002879766666666,4.9999841248,297.3,170.88220632955898,0.14140074019485382,-0.010642733394234296,0.1810255411951484,84.7
2025-04-15 17:59:26,50.01764516666667,-4.0029377833333335,4.9999841248,297.3,166.2126077084445,0.14558889936773767,0.0018487096550797984,0.2243017040423989,84.7
2025-04-15 17:59:28,50.01766286666667,-4.002991233333334,4.9999841248,297.3,161.91156593969737,0.15034096259410035,0.015275429591707933,0.27085734939910916,84.7
2025-04-15 17:59:29,50.017679466666664,-4.003041133333333,4.9999841248,297.4,157.89231043548284,0.052302472494773156,0.02034320792667362,0.13832593171104987,84.7
2025-04-15 17:59:31,50.017698816666666,-4.00309905,4.9999841248,297.5,153.22307803879897,-0.04836166338310477,0.01801225996835885,-0.019824486831053166,84.7
2025-04-15 17:59:33,50.0177186,-4.0031578833333334,4.9999841248,297.7,148.47342511310416,-0.2539221888194447,0.0030904620171459526,-0.3723999352858304,84.7
2025-04-15 17:59:35,50.017738066666666,-4.003215683333333,4.9999841248,297.6,143.80561668913106,-0.1609540635781741,-0.014612314728496337,-0.28493669654433,84.7
2025-04-15 17:59:36,50.01775526666667,-4.003267016666666,4.9999841248,297.5,139.6645971150901,-0.06399569231643909,-0.02156816594714688,-0.15954514019713817,84.7
2025-04-15 17:59:38,50.0177744,-4.00332445,4.9999841248,297.3,135.03716787807792,0.13701618556939366,-0.01842784626586524,0.15161832484151488,84.7
2025-04-15 17:59:40,50.0177921,-4.0033779166666665,4.9999841248,297.3,130.73507533830008,0.14286785910042,-0.004451687876902994,0.20183894545030368,84.7
2025-04-15 17:59:41,50.01780865,-4.00342785,4.9999841248,297.3,126.7162772296669,0.1478126451584103,0.006654578507674786,0.24171461442540337,84.7
2025-04-15 17:59:43,50.01782826666667,-4.003486816666666,4.9999841248,297.4,121.9667216864542,0.050701967811733084,0.012593659613684789,0.11321687230013447,84.7
2025-04-15 17:59:45,50.01784576666667,-4.003539166666667,4.9999841248,297.6,117.74577905089565,-0.1505993960619776,0.009515886711545596,-0.19812790876284186,84.7
2025-04-15 17:59:47,50.017873316666666,-4.00362115,4.9999841248,297.6,111.12814108414429,-0.16016398944941557,-0.009522187838718527,-0.2693707726327946,84.7
2025-04-15 17:59:49,50.017892716666665,-4.00367905,4.9999841248,297.5,106.4574174207763,-0.06460556298691245,-0.017342185394239058,-0.14808110730165303,84.7
2025-04-15 17:59:51,50.01791051666667,-4.003732416666667,4.9999841248,297.4,102.15655149661501,0.035434240692097774,-0.016541880711125053,0.004682915048271376,84.7
2025-04-15 17:59:52,50.01792708333333,-4.00378235,4.9999841248,297.3,98.13690488688319,0.1405620279877553,-0.007082151599079731,0.19049668855504145,84.7
2025-04-15 17:59:54,50.01794628333333,-4.003840383333333,4.9999841248,297.3,93.46798205579269,0.15035056884374853,0.009251804447651448,0.2533216192870959,84.7
2025-04-15 17:59:56,50.01796401666667,-4.003893816666666,4.9999841248,297.3,89.16631007090218,0.15676652678251912,0.018836011357614337,0.2907808485852747,84.7
2025-04-15 17:59:57,50.01798063333333,-4.0039437,4.9999841248,297.5,85.14727744851048,-0.04074481127116769,0.021707813967713454,0.002657226405006846,84.7
2025-04-15 17:59:59,50.01800001666667,-4.004001583333333,4.9999841248,297.6,80.47847271555361,-0.1447011190584817,0.014984914530363219,-0.1733859906654076,84.7
2025-04-15 18:00:01,50.0180179,-4.0040549,4.9999841248,297.6,76.176511662954,-0.1509446627233615,0.005904218839209879,-0.20949433278442858,84.7
2025-04-15 18:00:02,50.0180346,-4.004104716666666,4.9999841248,297.5,72.15743795108997,-0.05671413690686222,-0.001654418781258287,-0.09024641075399123,84.7
2025-04-15 18:00:04,50.018053916666666,-4.004162666666667,4.9999841248,297.4,67.48782723681315,0.04492721496029617,0.00040658473944435675,0.06866346565694174,84.7
2025-04-15 18:00:06,50.01807168333333,-4.004216066666666,4.9999841248,297.4,63.18656727459533,0.04964274377618949,0.005598840872327612,0.09110620125720638,84.7
2025-04-15 18:00:07,50.018088283333334,-4.004265983333333,4.9999841248,297.3,59.16628094494354,0.15541222736732152,0.011216056987010014,0.266254346922993,84.7
2025-04-15 18:00:09,50.01810755,-4.004323966666667,4.9999841248,297.4,54.49712609299417,0.06484065975632802,0.019315548557306696,0.15421480174731372,84.7
2025-04-15 18:00:11,50.018125016666666,-4.00437635,4.9999841248,297.5,50.275798134703024,-0.031972410566879716,0.0206297271049187,0.01258177992480649,84.7
2025-04-15 18:00:12,50.0181422,-4.004427716666667,4.9999841248,297.5,46.133541797188165,-0.035106105989484604,0.01641929009273506,-0.00470383332622374,84.7
2025-04-15 18:00:14,50.018161766666665,-4.004486033333333,4.9999841248,297.6,41.42783513970968,-0.14739740808539636,0.005869882847129961,-0.2043158493130578,84.7
2025-04-15 18:00:16,50.01817915,-4.004537833333333,4.9999841248,297.6,37.24781413488732,-0.16139731648047473,-0.0038135999477787795,-0.2536880077077134,84.7
2025-04-15 18:00:17,50.018196016666664,-4.004588183333333,4.9999841248,297.5,33.18634682548133,-0.07325232323012187,-0.010255577272719267,-0.14023509192572056,84.7
2025-04-15 18:00:19,50.01821531666667,-4.004646133333333,4.9999841248,297.3,28.517602741976322,0.13128035984021835,-0.006548037210706212,0.17786829934908244,84.7
